#Detector,X,Y,Usage,Trap_Type
1732755_629880_RT,1732755,629880,0011,/ RT
1739277_630695_BS,1739277,630695,0110,/ BS
1739949_659060_RT,1739949,659060,0111,/ RT
1742306_625929_RT,1742306,625929,1111,/ RT
1742811_658832_BS,1742811,658832,0110,/ BS
1742858_658781_RT,1742858,658781,0111,/ RT
1743321_624773_RT,1743321,624773,0111,/ RT
1744258_623931_RT,1744258,623931,1111,/ RT
1744690_621294_RT,1744690,621294,0111,/ RT
1745148_623148_RT,1745148,623148,0111,/ RT
1745548_653313_BS,1745548,653313,0110,/ BS
1749507_634121_RT,1749507,634121,1111,/ RT
1749648_633420_RT,1749648,633420,1111,/ RT
1750331_630440_RT,1750331,630440,1111,/ RT
1750424_626916_RT,1750424,626916,0101,/ RT
1750996_626331_RT,1750996,626331,0011,/ RT
1751485_614920_RT,1751485,614920,0111,/ RT
1752235_583771_RT,1752235,583771,0011,/ RT
1753087_574302_RT,1753087,574302,0011,/ RT
1753500_580853_RT,1753500,580853,0001,/ RT
1754996_572737_BS,1754996,572737,0110,/ BS
1755337_574880_RT,1755337,574880,0011,/ RT
1757557_563012_RT,1757557,563012,0111,/ RT
1758815_563923_RT,1758815,563923,0111,/ RT
1759303_564846_RT,1759303,564846,0111,/ RT
1759785_565373_RT,1759785,565373,1011,/ RT
1760079_565556_RT,1760079,565556,0011,/ RT
1760219_565593_RT,1760219,565593,0001,/ RT
1760519_629877_BS,1760519,629877,0110,/ BS
1760567_565653_RT,1760567,565653,1011,/ RT
1761284_551749_RT,1761284,551749,0001,/ RT
1763419_631977_RT,1763419,631977,1111,/ RT
1763492_570047_RT,1763492,570047,0001,/ RT
1764361_624968_RT,1764361,624968,0001,/ RT
1764406_570681_RT,1764406,570681,1001,/ RT
1764546_600177_RT,1764546,600177,1111,/ RT
1764959_585804_RT,1764959,585804,0111,/ RT
1765130_600280_RT,1765130,600280,1111,/ RT
1765290_584565_RT,1765290,584565,1111,/ RT
1765589_621305_RT,1765589,621305,0001,/ RT
1766360_599441_RT,1766360,599441,0001,/ RT
1767820_599187_RT,1767820,599187,1111,/ RT
1769345_675162_RT,1769345,675162,0110,/ RT
1769928_622230_RT,1769928,622230,0011,/ RT
1770093_595991_RT,1770093,595991,0111,/ RT
1771208_623582_RT,1771208,623582,0011,/ RT
1774152_592203_RT,1774152,592203,1111,/ RT
1774234_624635_RT,1774234,624635,0011,/ RT
1775590_624772_RT,1775590,624772,0011,/ RT
1776769_617535_RT,1776769,617535,0111,/ RT
1777196_615979_BS,1777196,615979,0110,/ BS
1777339_619506_RT,1777339,619506,0011,/ RT
1777542_601343_RT,1777542,601343,0111,/ RT
1778039_601487_RT,1778039,601487,1011,/ RT
1778161_601498_RT,1778161,601498,1001,/ RT
1778809_637344_RT,1778809,637344,0101,/ RT
1778957_644667_RT,1778957,644667,0101,/ RT
1779903_637307_RT,1779903,637307,0101,/ RT
1780438_637387_RT,1780438,637387,0101,/ RT
1780524_531573_RT,1780524,531573,0001,/ RT
1780658_531792_RT,1780658,531792,0001,/ RT
1780708_644623_RT,1780708,644623,0001,/ RT
1780984_637336_RT,1780984,637336,0001,/ RT
1782010_644159_RT,1782010,644159,0101,/ RT
